Location Name Key,Latitude,Longitude,CSV File Name,Row Number
"Armstrong, TX, USA",34.96507426,-101.35748740000001,03-25-2020.csv,85
"Aroostook, ME, USA",46.65926321,-68.59841248,03-30-2020.csv,86
"Arthur, NE, USA",41.56896142,-101.6959559,03-26-2020.csv,87
Aruba,12.5211,-69.9683,03-16-2020.csv,221
"Aruba, Netherlands",12.5211,-69.9683,03-22-2020.csv,3362
"AS, USA",-14.270999999999999,-170.132,03-26-2020.csv,3167
"Ascension, LA, USA",30.20406249,-90.91328409999998,03-30-2020.csv,88
"Ashe, NC, USA",36.43296207,-81.49862729,03-26-2020.csv,89
"Ashland, OH, USA",40.84772277,-82.27280781,03-26-2020.csv,90
"Ashland, WI, USA",46.31956891,-90.67837132,03-27-2020.csv,91
"Ashley, AR, USA",33.19153461,-91.76984709999999,03-24-2020.csv,92
"Ashtabula, OH, USA",41.70860332,-80.74830218,03-22-2020.csv,575
"Asotin, WA, USA",46.18894415,-117.2022851,03-28-2020.csv,94
"Assumption, LA, USA",29.89946234,-91.06461642,03-28-2020.csv,95
"Atascosa, TX, USA",28.89333001,-98.52730485,03-28-2020.csv,96
"Atchison, KS, USA",39.53185661,-95.30870026,03-22-2020.csv,1698
"Atchison, MO, USA",40.43238737,-95.42970639,03-26-2020.csv,98
"Athens, OH, USA",39.33425634,-82.04278644,03-24-2020.csv,99
"Atkinson, GA, USA",31.29633502,-82.87545866,03-30-2020.csv,100
"Atlantic, NJ, USA",39.47538693,-74.65848483,03-24-2020.csv,101
"Atoka, OK, USA",34.37366573,-96.03802487,03-22-2020.csv,2507
"Attala, MS, USA",33.08658803,-89.57838564,03-27-2020.csv,103
"Audrain, MO, USA",39.215877,-91.84242683,03-23-2020.csv,104
"Audubon, IA, USA",41.6844628,-94.90581859,03-26-2020.csv,105
"Auglaize, OH, USA",40.55998859,-84.22421429999999,03-29-2020.csv,106
"Augusta, VA, USA",38.16404586,-79.12461614,03-22-2020.csv,2968
"Aurora, SD, USA",43.71757685,-98.56050467,03-25-2020.csv,108
"Austin, TX, USA",29.88548725,-96.27736949,03-28-2020.csv,109
"Australian Capital Territory, Australia",-35.4735,149.0124,03-19-2020.csv,229
Austria,47.5162,14.5501,03-09-2020.csv,38
"Autauga, AL, USA",32.53952745,-86.64408227,03-24-2020.csv,110
"Avery, NC, USA",36.07569796,-81.92308483,03-22-2020.csv,2362
"Avoyelles, LA, USA",31.07796211,-92.00079449,03-30-2020.csv,112
"AZ, USA",33.7298,-111.4312,03-12-2020.csv,137
Azerbaijan,40.1431,47.5769,03-14-2020.csv,144
"Baca, CO, USA",37.31940883,-102.5603223,03-27-2020.csv,113
"Bacon, GA, USA",31.55456473,-82.45936528,03-29-2020.csv,114
Bahamas,25.025885,-78.035889,03-23-2020.csv,3263
"Bahamas, The",25.0343,-77.3963,03-21-2020.csv,238
Bahrain,26.0667,50.5577,03-19-2020.csv,59
"Bailey, TX, USA",34.06854817,-102.8299707,03-30-2020.csv,115
"Baker, FL, USA",30.33060121,-82.28467476,03-26-2020.csv,116
"Baker, GA, USA",31.32669878,-84.44218806,03-29-2020.csv,117
"Baker, OR, USA",44.70915557,-117.6749883,03-30-2020.csv,118
"Baldwin, AL, USA",30.72774991,-87.72207058,03-27-2020.csv,119
"Baldwin, GA, USA",33.06882326,-83.24701748,03-27-2020.csv,120
"Ballard, KY, USA",37.05842757,-88.99427697,03-22-2020.csv,1788
"Baltimore City, MD, USA",39.30211911,-76.61151012,03-24-2020.csv,123
"Baltimore, MD, USA",39.45784712,-76.62911955,03-22-2020.csv,652
"Bamberg, SC, USA",33.21927586,-81.05659969,03-30-2020.csv,124
"Bandera, TX, USA",29.74619598,-99.24598147,03-27-2020.csv,125
Bangladesh,23.6850,90.3563,03-10-2020.csv,145
"Banks, GA, USA",34.35607081,-83.49644388,03-27-2020.csv,126
"Banner, NE, USA",41.54634427,-103.7114332,03-27-2020.csv,127
"Bannock, ID, USA",42.67002716,-112.2233311,03-25-2020.csv,128
"Baraga, MI, USA",46.6720582,-88.36363591,03-23-2020.csv,129
Barbados,13.1939,-59.5432,03-30-2020.csv,3278
"Barber, KS, USA",37.2288586,-98.68460053,03-24-2020.csv,130
"Barbour, AL, USA",31.868263,-85.3871286,03-24-2020.csv,131
"Barbour, WV, USA",39.1307219,-80.00350858,03-30-2020.csv,132
"Barnes, ND, USA",46.93579637,-98.06605978,03-23-2020.csv,133
"Barnstable, MA, USA",41.72980578,-70.28854339,03-27-2020.csv,134
"Barnwell, SC, USA",33.26679302,-81.43584352,03-23-2020.csv,135
"Barren, KY, USA",36.96469836,-85.93338945,03-23-2020.csv,136
"Barron, WI, USA",45.42372701,-91.84833627,03-28-2020.csv,137
"Barrow, GA, USA",33.99148694,-83.71436292,03-24-2020.csv,138
"Barry, MI, USA",42.59513984,-85.30834519,03-23-2020.csv,139
"Barry, MO, USA",36.70978521,-93.82919888,03-26-2020.csv,140
"Bartholomew, IN, USA",39.20744865,-85.89558181,03-25-2020.csv,141
"Barton, KS, USA",38.47889676,-98.75636726,03-24-2020.csv,142
"Barton, MO, USA",37.50207671,-94.34757022,03-29-2020.csv,143
"Bartow, GA, USA",34.23732119,-84.83887523,03-30-2020.csv,144
"Bastrop, TX, USA",30.10370699,-97.31206354,03-26-2020.csv,145
"Bates, MO, USA",38.25271289,-94.34113157,03-23-2020.csv,146
"Bath, KY, USA",38.14735938,-83.74588932,03-29-2020.csv,147
"Bath, VA, USA",38.05852573,-79.73912095,03-27-2020.csv,148
"Baxter, AR, USA",36.28784385,-92.33782872,03-28-2020.csv,149
"Bay, FL, USA",30.26548745,-85.62122584,03-27-2020.csv,150
"Bay, MI, USA",43.70639106,-83.98731479,03-25-2020.csv,151
"Bayfield, WI, USA",46.52868768,-91.19716729,03-22-2020.csv,548
"Baylor, TX, USA",33.61640794,-99.21352901,03-22-2020.csv,2754
"Beadle, SD, USA",44.41464384,-98.27858469,03-29-2020.csv,154
"Bear Lake, ID, USA",42.28269683,-111.32892379999998,03-30-2020.csv,155
"Beaufort, NC, USA",35.48531943,-76.84325809,03-23-2020.csv,156
"Beaufort, SC, USA",32.39226291,-80.72619758,03-25-2020.csv,157
"Beauregard, LA, USA",30.64836518,-93.34173616,03-26-2020.csv,158
"Beaver, OK, USA",36.7496847,-100.4758872,03-30-2020.csv,159
"Beaver, PA, USA",40.6825484,-80.34921611,03-22-2020.csv,468
"Beaver, UT, USA",38.35657051,-113.2342232,03-26-2020.csv,161
"Beaverhead, MT, USA",45.13434354,-112.89846940000001,03-23-2020.csv,162
"Becker, MN, USA",46.93479392,-95.67158144,03-22-2020.csv,1982
"Beckham, OK, USA",35.26862449,-99.68128023,03-24-2020.csv,164
"Bedford, PA, USA",40.00522157,-78.48998442,03-24-2020.csv,165
"Bedford, TN, USA",35.51123746,-86.45549096,03-24-2020.csv,166
"Bedford, VA, USA",37.3080028,-79.5281964,03-23-2020.csv,167
"Bee, TX, USA",28.41761668,-97.74215593,03-28-2020.csv,168
"Beijing, China",40.1824,116.4142,03-11-2020.csv,26
Belarus,53.7098,27.9534,03-03-2020.csv,110
Belgium,50.8333,4.469936,03-27-2020.csv,3272
Belize,17.1899,-88.4976,03-26-2020.csv,3266
"Belknap, NH, USA",43.51637314,-71.41684235,03-28-2020.csv,169
"Bell, KY, USA",36.73355174,-83.67766671,03-22-2020.csv,1791
"Bell, TX, USA",31.03736027,-97.4785025,03-24-2020.csv,171
"Belmont, OH, USA",40.01625942,-80.9924051,03-23-2020.csv,172
"Beltrami, MN, USA",47.97373527,-94.93732139,03-24-2020.csv,173
"Ben Hill, GA, USA",31.76095874,-83.22145359,03-27-2020.csv,174
"Benewah, ID, USA",47.21754179,-116.6586851,03-28-2020.csv,175
Benin,9.3077,2.3158,03-27-2020.csv,3274
"Bennett, SD, USA",43.19486375,-101.6665572,03-27-2020.csv,176
"Bennington, VT, USA",43.03519828,-73.09048868,03-26-2020.csv,177
"Benson, ND, USA",48.0683985,-99.35916363,03-27-2020.csv,178
"Bent, CO, USA",37.95474293,-103.0720195,03-27-2020.csv,179
"Benton, AR, USA",36.33644656,-94.25680817,03-23-2020.csv,180
"Benton, IA, USA",42.08011739,-92.06463573,03-22-2020.csv,1624
"Benton, IN, USA",40.60626947,-87.31093999,03-22-2020.csv,1569
"Benton, MN, USA",45.69804958,-93.99514135,03-26-2020.csv,183
"Benton, MO, USA",38.29503305,-93.28756116,03-22-2020.csv,2077
"Benton, MS, USA",34.81681228,-89.18945516,03-23-2020.csv,184
"Benton, OR, USA",44.49167306,-123.4316987,03-22-2020.csv,908
"Benton, TN, USA",36.07110411,-88.06849355,03-26-2020.csv,187
"Benton, WA, USA",46.23946995,-119.51208340000001,03-28-2020.csv,188
"Benzie, MI, USA",44.63899297,-86.01608482,03-26-2020.csv,189
"Bergen, NJ, USA",40.9263,-74.0770,03-05-2020.csv,112
"Berkeley, CA, USA",37.8715,-122.2730,03-06-2020.csv,165
"Berkeley, SC, USA",33.20222596,-79.94654523,03-23-2020.csv,191
"Berkeley, WV, USA",39.46704621,-78.02414609,03-26-2020.csv,192
"Berks, PA, USA",40.41570541,-75.92457766,03-30-2020.csv,193
"Berkshire, MA, USA",42.37428441,-73.20524838,03-30-2020.csv,194
"Bermuda, United Kingdom",32.3078,-64.7505,03-19-2020.csv,255
"Bernalillo, NM, USA",35.05163625,-106.6703554,03-25-2020.csv,195
"Berrien, GA, USA",31.27590016,-83.22529920000002,03-24-2020.csv,196
"Berrien, MI, USA",41.95447397,-86.41313079999998,03-26-2020.csv,197
"Bertie, NC, USA",36.0688473,-76.96545943,03-29-2020.csv,198
"Bethel, AK, USA",60.90980451,-159.8561831,03-25-2020.csv,199
"Bexar, TX, USA",29.44928723,-98.52019748,03-24-2020.csv,200
Bhutan,27.5142,90.4336,03-07-2020.csv,156
"Bibb, AL, USA",32.99642064,-87.12511459999996,03-26-2020.csv,201
"Bibb, GA, USA",32.80904227,-83.70489165,03-25-2020.csv,202
"Bienville, LA, USA",32.34569994,-93.05398492,03-23-2020.csv,203
"Big Horn, MT, USA",45.42335905,-107.492347,03-26-2020.csv,204
"Big Horn, WY, USA",44.52405055,-107.9960365,03-28-2020.csv,205
"Big Stone, MN, USA",45.42712824,-96.41403739,03-28-2020.csv,206
"Billings, ND, USA",47.02366884,-103.3762965,03-29-2020.csv,207
"Bingham, ID, USA",43.21672879999999,-112.3978437,03-28-2020.csv,208
"Black Hawk, IA, USA",42.4704581,-92.30524729,03-26-2020.csv,209
"Blackford, IN, USA",40.47388153,-85.32499702,03-27-2020.csv,210
"Bladen, NC, USA",34.61296243,-78.56180059,03-23-2020.csv,211
"Blaine, ID, USA",43.4085812,-113.9752658,03-28-2020.csv,212
"Blaine, MT, USA",48.43175214,-108.9582723,03-24-2020.csv,213
"Blaine, NE, USA",41.91311716,-99.97677845,03-22-2020.csv,2218
"Blaine, OK, USA",35.87518314,-98.43307003,03-25-2020.csv,215
"Blair, PA, USA",40.47961444,-78.34917412,03-29-2020.csv,216
"Blanco, TX, USA",30.26640707,-98.3999852,03-25-2020.csv,217
"Bland, VA, USA",37.13128068,-81.13599391,03-24-2020.csv,218
"Bleckley, GA, USA",32.43829035,-83.33035166,03-28-2020.csv,219
"Bledsoe, TN, USA",35.59942968,-85.20611967,03-30-2020.csv,220
"Blount, AL, USA",33.98210918,-86.56790593,03-27-2020.csv,221
"Blount, TN, USA",35.68938198,-83.92847788,03-25-2020.csv,222
"Blue Earth, MN, USA",44.03554215,-94.06699781,03-30-2020.csv,223
"Boise, ID, USA",43.98829931,-115.7309284,03-22-2020.csv,1465
"Bolivar, MS, USA",33.79696941,-90.87372121,03-27-2020.csv,225
Bolivia,-16.2902,-63.5887,03-20-2020.csv,199
"Bollinger, MO, USA",37.32449052,-90.02725304,03-24-2020.csv,226
"Bon Homme, SD, USA",42.98914167,-97.88592746,03-25-2020.csv,227
"Bond, IL, USA",38.88829622,-89.43534887,03-30-2020.csv,228
"Bonner, ID, USA",48.29996017,-116.6017932,03-24-2020.csv,229
"Bonneville, ID, USA",43.38713372,-111.6161537,03-29-2020.csv,230
"Boone, AR, USA",36.3084504,-93.09374925,03-22-2020.csv,892
"Boone, IA, USA",42.03657094,-93.9313999,03-29-2020.csv,234
"Boone, IL, USA",42.32359279,-88.82345779,03-24-2020.csv,232
"Boone, IN, USA",40.0509304,-86.46841646,03-30-2020.csv,233
"Boone, KY, USA",38.97065142,-84.72615357,03-29-2020.csv,235
"Boone, MO, USA",38.99186229,-92.30723575,03-26-2020.csv,236
"Boone, NE, USA",41.70759415,-98.06737183,03-26-2020.csv,237
"Boone, WV, USA",38.01974191,-81.69888019,03-24-2020.csv,238
"Borden, TX, USA",32.74363984,-101.43165090000001,03-30-2020.csv,239
Bosnia and Herzegovina,43.9159,17.6791,03-19-2020.csv,135
"Bosque, TX, USA",31.89978581,-97.63613524,03-27-2020.csv,240
"Bossier, LA, USA",32.67932307,-93.60460152,03-23-2020.csv,241
"Boston, MA, USA",42.3601,-71.0589,03-04-2020.csv,143
"Botetourt, VA, USA",37.55531756,-79.80982182,03-28-2020.csv,242
Botswana,-22.3285,24.6849,03-30-2020.csv,3286
"Bottineau, ND, USA",48.79106111,-100.8378166,03-22-2020.csv,2417
"Boulder, CO, USA",40.09313619,-105.3546767,03-24-2020.csv,244
"Boundary, ID, USA",48.76684761,-116.4630179,03-26-2020.csv,245
"Bourbon, KS, USA",37.85508555,-94.84865997,03-22-2020.csv,1701
"Bourbon, KY, USA",38.2054607,-84.21827874,03-28-2020.csv,247
"Bowie, TX, USA",33.44626922,-94.41834132,03-25-2020.csv,248
"Bowman, ND, USA",46.11285362,-103.5203343,03-23-2020.csv,249
"Box Butte, NE, USA",42.22079243,-103.08788340000001,03-24-2020.csv,250
"Box Elder, UT, USA",41.52106798,-113.08328159999999,03-28-2020.csv,251
"Boyd, KY, USA",38.36176608,-82.68652187,03-30-2020.csv,252
"Boyd, NE, USA",42.899727399999996,-98.76486568,03-28-2020.csv,253
"Boyle, KY, USA",37.62680923,-84.8633779,03-24-2020.csv,254
"Bracken, KY, USA",38.69158994,-84.08532444,03-30-2020.csv,255
"Bradford, FL, USA",29.95079741,-82.16611613,03-28-2020.csv,256
"Bradford, PA, USA",41.78869215,-76.51570822,03-28-2020.csv,257
"Bradley, AR, USA",33.46755808,-92.15980837,03-30-2020.csv,258
"Bradley, TN, USA",35.15739424,-84.857186,03-24-2020.csv,259
"Branch, MI, USA",41.91600556,-85.05929476,03-25-2020.csv,260
"Brantley, GA, USA",31.19576557,-81.97743999,03-24-2020.csv,261
"Braxton, WV, USA",38.70036159,-80.72011184,03-24-2020.csv,262
Brazil,-14.235,-51.9253,03-15-2020.csv,49
"Brazoria, TX, USA",29.18757369,-95.44563172,03-25-2020.csv,263
"Brazos, TX, USA",30.663644800000004,-96.30205577,03-25-2020.csv,264
"Breathitt, KY, USA",37.52333168,-83.31959161,03-30-2020.csv,265
"Breckinridge, KY, USA",37.77377239,-86.42885017,03-22-2020.csv,1797
"Bremer, IA, USA",42.77461496,-92.31795937,03-30-2020.csv,267
"Brevard, FL, USA",28.29409504,-80.73091022,03-25-2020.csv,268
"Brewster, TX, USA",29.81008251,-103.25203259999999,03-24-2020.csv,269
"Briscoe, TX, USA",34.53026962,-101.2084947,03-24-2020.csv,270
"Bristol Bay, AK, USA",58.74513976,-156.701064,03-30-2020.csv,274
"Bristol, MA, USA",41.79228404,-71.10872211,03-23-2020.csv,271
"Bristol, RI, USA",41.71018079,-71.28652315,03-28-2020.csv,272
"Bristol, VA, USA",36.616302399999995,-82.16359122,03-27-2020.csv,273
"British Columbia, Canada",53.7267,-127.6476,03-18-2020.csv,67
"British Virgin Islands, United Kingdom",18.4207,-64.64,03-30-2020.csv,3187
"Broadwater, MT, USA",46.33277565,-111.49558130000001,03-24-2020.csv,275
"Bronx, NY, USA",40.85209301,-73.86282755,03-25-2020.csv,276
"Brooke, WV, USA",40.27367263,-80.57915332,03-30-2020.csv,277
"Brookings, SD, USA",44.36974375,-96.79079945,03-26-2020.csv,278
"Brooks, GA, USA",30.83922642,-83.58303423,03-28-2020.csv,279
"Brooks, TX, USA",27.03103197,-98.21808402,03-29-2020.csv,280
"Broome, NY, USA",42.15903158,-75.81326086,03-25-2020.csv,281
"Broomfield, CO, USA",39.95998787,-105.0566324,03-23-2020.csv,282
"Broward, FL, USA",26.15184651,-80.48725556,03-26-2020.csv,283
"Brown, IL, USA",39.96209138,-90.75068024,03-29-2020.csv,284
"Brown, IN, USA",39.19605589,-86.22868909,03-28-2020.csv,285
"Brown, KS, USA",39.82652589,-95.56421698,03-25-2020.csv,286
"Brown, MN, USA",44.24205652,-94.72562874,03-24-2020.csv,287
"Brown, NE, USA",42.43018907,-99.92904055,03-27-2020.csv,288
"Brown, OH, USA",38.93416837,-83.86788395,03-28-2020.csv,289
"Brown, SD, USA",45.58994323,-98.35165355,03-26-2020.csv,290
"Brown, TX, USA",31.77430356,-98.99907113,03-22-2020.csv,328
"Brown, WI, USA",44.452655299999996,-88.00411844,03-29-2020.csv,292
"Brule, SD, USA",43.71756379,-99.08118954,03-23-2020.csv,293
Brunei,4.5353,114.7277,03-14-2020.csv,100
"Brunswick, NC, USA",34.070565,-78.22814204,03-23-2020.csv,294
"Brunswick, VA, USA",36.76366949,-77.8593436,03-24-2020.csv,295
"Bryan, GA, USA",32.00979311,-81.44002948,03-27-2020.csv,296
"Bryan, OK, USA",33.96472458,-96.25903472,03-28-2020.csv,297
"Buchanan, IA, USA",42.4709188,-91.83510825,03-26-2020.csv,298
"Buchanan, MO, USA",39.65816401,-94.80138942,03-25-2020.csv,299
"Buchanan, VA, USA",37.26818323,-82.03749726,03-25-2020.csv,300
"Buckingham, VA, USA",37.57242268,-78.52518834,03-24-2020.csv,301
"Bucks, PA, USA",40.33682119,-75.10836643,03-25-2020.csv,302
"Buena Vista, IA, USA",42.73545875,-95.15100162,03-26-2020.csv,303
"Buena Vista, VA, USA",37.73484642,-79.35296097,03-24-2020.csv,304
"Buffalo, NE, USA",40.85486962,-99.07500296,03-30-2020.csv,305
"Buffalo, SD, USA",44.07657829,-99.20814467,03-29-2020.csv,306
"Buffalo, WI, USA",44.37835084,-91.75332578,03-24-2020.csv,307
Bulgaria,42.7339,25.4858,03-13-2020.csv,169
"Bullitt, KY, USA",37.97162523,-85.68955617,03-29-2020.csv,308
"Bulloch, GA, USA",32.39577406,-81.74811421,03-29-2020.csv,309
"Bullock, AL, USA",32.10030533,-85.71265535,03-22-2020.csv,1164
"Buncombe, NC, USA",35.61113393,-82.53305,03-30-2020.csv,311
"Bureau, IL, USA",41.40385234,-89.5283051,03-27-2020.csv,312
"Burke, GA, USA",33.05917989,-81.99928721,03-26-2020.csv,313
"Burke, NC, USA",35.74989637,-81.70755735,03-23-2020.csv,314
"Burke, ND, USA",48.79094471,-102.51821170000001,03-25-2020.csv,315
Burkina Faso,12.2383,-1.5616,03-18-2020.csv,172
"Burleigh, ND, USA",46.97847375,-100.46452140000001,03-23-2020.csv,316
"Burleson, TX, USA",30.49273808,-96.62158484,03-30-2020.csv,317
"Burlington, NJ, USA",39.87681124,-74.66927768,03-30-2020.csv,318
Burma,21.9162,95.956,03-27-2020.csv,3282
"Burnet, TX, USA",30.78801353,-98.181887,03-25-2020.csv,319
"Burnett, WI, USA",45.86303537,-92.36711412,03-27-2020.csv,320
"Burt, NE, USA",41.85056773,-96.32605633,03-28-2020.csv,321
"Butler, AL, USA",31.75300095,-86.68057478,03-24-2020.csv,322
"Butler, IA, USA",42.73172833,-92.79015971,03-24-2020.csv,323
"Butler, KS, USA",37.78134351,-96.83878537,03-27-2020.csv,324
"Butler, KY, USA",37.20946153,-86.68748787,03-22-2020.csv,1799
"Butler, MO, USA",36.71462476,-90.40421163,03-28-2020.csv,326
"Butler, NE, USA",41.22703692,-97.13106306,03-30-2020.csv,327
"Butler, OH, USA",39.44012838,-84.57388716,03-24-2020.csv,328
"Butler, PA, USA",40.91152759,-79.91351055,03-23-2020.csv,329
"Butte, CA, USA",39.66727762,-121.6005252,03-25-2020.csv,330
"Butte, ID, USA",43.72592209,-113.1735463,03-22-2020.csv,1469
"Butte, SD, USA",44.90608745,-103.5079318,03-25-2020.csv,332
"Butts, GA, USA",33.283094500000004,-83.95435040000002,03-26-2020.csv,333
"CA, USA",36.1162,-119.6816,03-14-2020.csv,32
"Cabarrus, NC, USA",35.3877799,-80.55267168,03-24-2020.csv,334
"Cabell, WV, USA",38.42424062,-82.23855912,03-26-2020.csv,335
