FIPS,Name,State,StateName,FIPSKey,Location Name Key,Latitude,Longitude
05053,Grant,AR,Arkansas,Grant|AR,"Grant, AR, US",34.29017991,-92.42320562
05055,Greene,AR,Arkansas,Greene|AR,"Greene, AR, US",36.1173546,-90.55832668
05057,Hempstead,AR,Arkansas,Hempstead|AR,"Hempstead, AR, US",33.73325583,-93.66935133
05059,Hot Spring,AR,Arkansas,Hot Spring|AR,"Hot Spring, AR, US",34.31709259,-92.95396325
05061,Howard,AR,Arkansas,Howard|AR,"Howard, AR, US",34.09007427,-93.9934871
05063,Independence,AR,Arkansas,Independence|AR,"Independence, AR, US",35.74242707,-91.57001641
05065,Izard,AR,Arkansas,Izard|AR,"Izard, AR, US",36.09604046,-91.90847954
05067,Jackson,AR,Arkansas,Jackson|AR,"Jackson, AR, US",35.59802983,-91.21494602
05069,Jefferson,AR,Arkansas,Jefferson|AR,"Jefferson, AR, US",34.26767081,-91.92619839
05071,Johnson,AR,Arkansas,Johnson|AR,"Johnson, AR, US",35.56759135,-93.46036368
05073,Lafayette,AR,Arkansas,Lafayette|AR,"Lafayette, AR, US",33.24116713,-93.60677071
05075,Lawrence,AR,Arkansas,Lawrence|AR,"Lawrence, AR, US",36.04188196,-91.10867198
05077,Lee,AR,Arkansas,Lee|AR,"Lee, AR, US",34.78498904,-90.78383866
05079,Lincoln,AR,Arkansas,Lincoln|AR,"Lincoln, AR, US",33.95317155,-91.74002806
05081,Little River,AR,Arkansas,Little River|AR,"Little River, AR, US",33.70375665,-94.23468591
05083,Logan,AR,Arkansas,Logan|AR,"Logan, AR, US",35.21413234,-93.71951016
05085,Lonoke,AR,Arkansas,Lonoke|AR,"Lonoke, AR, US",34.75392199,-91.88742357
05087,Madison,AR,Arkansas,Madison|AR,"Madison, AR, US",36.01038185,-93.72524943
05089,Marion,AR,Arkansas,Marion|AR,"Marion, AR, US",36.26844485,-92.68451899
05091,Miller,AR,Arkansas,Miller|AR,"Miller, AR, US",33.31403423,-93.89285258
05093,Mississippi,AR,Arkansas,Mississippi|AR,"Mississippi, AR, US",35.76271485,-90.0519437
05095,Monroe,AR,Arkansas,Monroe|AR,"Monroe, AR, US",34.6815935,-91.20540287
05097,Montgomery,AR,Arkansas,Montgomery|AR,"Montgomery, AR, US",34.53704874,-93.65824478
05099,Nevada,AR,Arkansas,Nevada|AR,"Nevada, AR, US",33.66340119,-93.30632432
05101,Newton,AR,Arkansas,Newton|AR,"Newton, AR, US",35.91947491,-93.21612969
05103,Ouachita,AR,Arkansas,Ouachita|AR,"Ouachita, AR, US",33.58839816,-92.87795984
05105,Perry,AR,Arkansas,Perry|AR,"Perry, AR, US",34.9459153,-92.94372564
05107,Phillips,AR,Arkansas,Phillips|AR,"Phillips, AR, US",34.43268455,-90.84800154
05109,Pike,AR,Arkansas,Pike|AR,"Pike, AR, US",34.16250414,-93.65789349
05111,Poinsett,AR,Arkansas,Poinsett|AR,"Poinsett, AR, US",35.57433534,-90.66268713
05113,Polk,AR,Arkansas,Polk|AR,"Polk, AR, US",34.48254879,-94.22728802
05115,Pope,AR,Arkansas,Pope|AR,"Pope, AR, US",35.44871474,-93.03212219
05117,Prairie,AR,Arkansas,Prairie|AR,"Prairie, AR, US",34.83624419,-91.55162157
05119,Pulaski,AR,Arkansas,Pulaski|AR,"Pulaski, AR, US",34.77054088,-92.31355101
05121,Randolph,AR,Arkansas,Randolph|AR,"Randolph, AR, US",36.3415714,-91.02455531
05123,St Francis,AR,Arkansas,St Francis|AR,"St Francis, AR, US",35.02201976,-90.74828138
05125,Saline,AR,Arkansas,Saline|AR,"Saline, AR, US",34.64916145,-92.67583224
05127,Scott,AR,Arkansas,Scott|AR,"Scott, AR, US",34.85588887,-94.0632176
05129,Searcy,AR,Arkansas,Searcy|AR,"Searcy, AR, US",35.9109364,-92.69936482
05131,Sebastian,AR,Arkansas,Sebastian|AR,"Sebastian, AR, US",35.19605503,-94.27162713
05133,Sevier,AR,Arkansas,Sevier|AR,"Sevier, AR, US",33.99780401,-94.2424869
05135,Sharp,AR,Arkansas,Sharp|AR,"Sharp, AR, US",36.16258158,-91.47819342
05137,Stone,AR,Arkansas,Stone|AR,"Stone, AR, US",35.86251946,-92.15684085
05139,Union,AR,Arkansas,Union|AR,"Union, AR, US",33.16887091,-92.59746952
05141,Van Buren,AR,Arkansas,Van Buren|AR,"Van Buren, AR, US",35.58095779,-92.51295036
05143,Washington,AR,Arkansas,Washington|AR,"Washington, AR, US",35.976844,-94.21800746
05145,White,AR,Arkansas,White|AR,"White, AR, US",35.25688493,-91.74908296
05147,Woodruff,AR,Arkansas,Woodruff|AR,"Woodruff, AR, US",35.18902527,-91.2439489
05149,Yell,AR,Arkansas,Yell|AR,"Yell, AR, US",35.00292371,-93.41171338
06001,Alameda,CA,California,Alameda|CA,"Alameda, CA, US",37.64629437,-121.8929271
06003,Alpine,CA,California,Alpine|CA,"Alpine, CA, US",38.59678594,-119.8223594
06005,Amador,CA,California,Amador|CA,"Amador, CA, US",38.44583082,-120.65696
06007,Butte,CA,California,Butte|CA,"Butte, CA, US",39.66727762,-121.6005252
06009,Calaveras,CA,California,Calaveras|CA,"Calaveras, CA, US",38.20537103,-120.552913
06011,Colusa,CA,California,Colusa|CA,"Colusa, CA, US",39.17881957,-122.2331726
06013,Contra Costa,CA,California,Contra Costa|CA,"Contra Costa, CA, US",37.91923498,-121.9289527
06015,Del Norte,CA,California,Del Norte|CA,"Del Norte, CA, US",41.74228275,-123.8974063
06017,El Dorado,CA,California,El Dorado|CA,"El Dorado, CA, US",38.77965956,-120.5233166
06019,Fresno,CA,California,Fresno|CA,"Fresno, CA, US",36.247025,-120.381432
06021,Glenn,CA,California,Glenn|CA,"Glenn, CA, US",39.59875897,-122.3938452
06023,Humboldt,CA,California,Humboldt|CA,"Humboldt, CA, US",40.646324,-124.025773
06025,Imperial,CA,California,Imperial|CA,"Imperial, CA, US",33.0393082,-115.3669042
06027,Inyo,CA,California,Inyo|CA,"Inyo, CA, US",36.51112084,-117.4111978
06029,Kern,CA,California,Kern|CA,"Kern, CA, US",35.34329425,-118.7277796
06031,Kings,CA,California,Kings|CA,"Kings, CA, US",36.07409056,-119.8159973
06033,Lake,CA,California,Lake|CA,"Lake, CA, US",39.10124298,-122.7536244
06035,Lassen,CA,California,Lassen|CA,"Lassen, CA, US",40.67311306,-120.5935099
06037,Los Angeles,CA,California,Los Angeles|CA,"Los Angeles, CA, US",33.973951,-118.248405
06039,Madera,CA,California,Madera|CA,"Madera, CA, US",37.21513971,-119.7665589
06041,Marin,CA,California,Marin|CA,"Marin, CA, US",38.07122463,-122.7210631
06043,Mariposa,CA,California,Mariposa|CA,"Mariposa, CA, US",37.57978556,-119.9073334
06045,Mendocino,CA,California,Mendocino|CA,"Mendocino, CA, US",39.4381191,-123.3911313
06047,Merced,CA,California,Merced|CA,"Merced, CA, US",37.18922369,-120.7209035
06049,Modoc,CA,California,Modoc|CA,"Modoc, CA, US",41.58965602,-120.7244817
06051,Mono,CA,California,Mono|CA,"Mono, CA, US",37.93899289,-118.8872409
06053,Monterey,CA,California,Monterey|CA,"Monterey, CA, US",36.21862405,-121.2413397
06055,Napa,CA,California,Napa|CA,"Napa, CA, US",38.50735751,-122.332839
06057,Nevada,CA,California,Nevada|CA,"Nevada, CA, US",39.30394768,-120.7627281
06059,Orange,CA,California,Orange|CA,"Orange, CA, US",33.640302,-117.769442
06061,Placer,CA,California,Placer|CA,"Placer, CA, US",39.014933,-121.07047
06063,Plumas,CA,California,Plumas|CA,"Plumas, CA, US",40.00355989,-120.8395236
06065,Riverside,CA,California,Riverside|CA,"Riverside, CA, US",33.74314981,-115.9933578
06067,Sacramento,CA,California,Sacramento|CA,"Sacramento, CA, US",38.45106826,-121.3425374
06069,San Benito,CA,California,San Benito|CA,"San Benito, CA, US",36.60308176,-121.069975
06071,San Bernardino,CA,California,San Bernardino|CA,"San Bernardino, CA, US",34.84060306,-116.1774685
06073,San Diego,CA,California,San Diego|CA,"San Diego, CA, US",32.74081,-116.976341
06075,San Francisco,CA,California,San Francisco|CA,"San Francisco, CA, US",37.75215114,-122.4385672
06077,San Joaquin,CA,California,San Joaquin|CA,"San Joaquin, CA, US",37.93433732,-121.2730061
06079,San Luis Obispo,CA,California,San Luis Obispo|CA,"San Luis Obispo, CA, US",35.38822029,-120.4039028
06081,San Mateo,CA,California,San Mateo|CA,"San Mateo, CA, US",37.4228808,-122.3275546
06083,Santa Barbara,CA,California,Santa Barbara|CA,"Santa Barbara, CA, US",34.65329488,-120.0188492
06085,Santa Clara,CA,California,Santa Clara|CA,"Santa Clara, CA, US",37.238842,-121.885066
06087,Santa Cruz,CA,California,Santa Cruz|CA,"Santa Cruz, CA, US",37.05580291,-122.0066524
06089,Shasta,CA,California,Shasta|CA,"Shasta, CA, US",40.76391419,-122.0396884
06091,Sierra,CA,California,Sierra|CA,"Sierra, CA, US",39.57713498,-120.5200701
06093,Siskiyou,CA,California,Siskiyou|CA,"Siskiyou, CA, US",41.59198861,-122.5407434
06095,Solano,CA,California,Solano|CA,"Solano, CA, US",38.26827353,-121.9357113
06097,Sonoma,CA,California,Sonoma|CA,"Sonoma, CA, US",38.52746429,-122.8862506
06099,Stanislaus,CA,California,Stanislaus|CA,"Stanislaus, CA, US",37.55862499,-120.9970722
06101,Sutter,CA,California,Sutter|CA,"Sutter, CA, US",39.03417539,-121.6945899
06103,Tehama,CA,California,Tehama|CA,"Tehama, CA, US",40.12570935,-122.2370171
06105,Trinity,CA,California,Trinity|CA,"Trinity, CA, US",40.6491767,-123.114713
06107,Tulare,CA,California,Tulare|CA,"Tulare, CA, US",36.22026558,-118.8020203
06109,Tuolumne,CA,California,Tuolumne|CA,"Tuolumne, CA, US",38.02644018,-119.9525093
06111,Ventura,CA,California,Ventura|CA,"Ventura, CA, US",34.44465746,-119.0910613
06113,Yolo,CA,California,Yolo|CA,"Yolo, CA, US",38.68278902,-121.9018288
06115,Yuba,CA,California,Yuba|CA,"Yuba, CA, US",39.26255932,-121.3535644
08001,Adams,CO,Colorado,Adams|CO,"Adams, CO, US",39.87432092,-104.3362578
08003,Alamosa,CO,Colorado,Alamosa|CO,"Alamosa, CO, US",37.57250606,-105.7885451
08005,Arapahoe,CO,Colorado,Arapahoe|CO,"Arapahoe, CO, US",39.64977461,-104.3353617
08007,Archuleta,CO,Colorado,Archuleta|CO,"Archuleta, CO, US",37.19474156,-107.0476867
08009,Baca,CO,Colorado,Baca|CO,"Baca, CO, US",37.31940883,-102.5603223
08011,Bent,CO,Colorado,Bent|CO,"Bent, CO, US",37.95474293,-103.0720195
08013,Boulder,CO,Colorado,Boulder|CO,"Boulder, CO, US",40.09313619,-105.3546767
08014,Broomfield,CO,Colorado,Broomfield|CO,"Broomfield, CO, US",39.953302,-105.052038
08015,Chaffee,CO,Colorado,Chaffee|CO,"Chaffee, CO, US",38.74745778,-106.1926573
08017,Cheyenne,CO,Colorado,Cheyenne|CO,"Cheyenne, CO, US",38.82777431,-102.6032558
08019,Clear Creek,CO,Colorado,Clear Creek|CO,"Clear Creek, CO, US",39.68864463,-105.6463118
08021,Conejos,CO,Colorado,Conejos|CO,"Conejos, CO, US",37.201606,-106.1917488
08023,Costilla,CO,Colorado,Costilla|CO,"Costilla, CO, US",37.27732493,-105.4276548
08025,Crowley,CO,Colorado,Crowley|CO,"Crowley, CO, US",38.32608609,-103.7844965
08027,Custer,CO,Colorado,Custer|CO,"Custer, CO, US",38.10883162,-105.3683478
08029,Delta,CO,Colorado,Delta|CO,"Delta, CO, US",38.86246243,-107.8631342
08031,Denver,CO,Colorado,Denver|CO,"Denver, CO, US",39.76018276,-104.8725695
08033,Dolores,CO,Colorado,Dolores|CO,"Dolores, CO, US",37.75208676,-108.5211585
08035,Douglas,CO,Colorado,Douglas|CO,"Douglas, CO, US",39.33133796,-104.930001
08037,Eagle,CO,Colorado,Eagle|CO,"Eagle, CO, US",39.62754308,-106.6933637
08039,Elbert,CO,Colorado,Elbert|CO,"Elbert, CO, US",39.28656773,-104.1358721
08041,El Paso,CO,Colorado,El Paso|CO,"El Paso, CO, US",38.83240149,-104.5251411
08043,Fremont,CO,Colorado,Fremont|CO,"Fremont, CO, US",38.47362326,-105.4399667
08045,Garfield,CO,Colorado,Garfield|CO,"Garfield, CO, US",39.59921777,-107.902708
08047,Gilpin,CO,Colorado,Gilpin|CO,"Gilpin, CO, US",39.85646523,-105.5252597
08049,Grand,CO,Colorado,Grand|CO,"Grand, CO, US",40.10603347,-106.1178042
08051,Gunnison,CO,Colorado,Gunnison|CO,"Gunnison, CO, US",38.66611652,-107.0320729
08053,Hinsdale,CO,Colorado,Hinsdale|CO,"Hinsdale, CO, US",37.82247444,-107.3004345
08055,Huerfano,CO,Colorado,Huerfano|CO,"Huerfano, CO, US",37.68473101,-104.9612585
08057,Jackson,CO,Colorado,Jackson|CO,"Jackson, CO, US",40.6659387,-106.3408905
08059,Jefferson,CO,Colorado,Jefferson|CO,"Jefferson, CO, US",39.58635604,-105.2517692
08061,Kiowa,CO,Colorado,Kiowa|CO,"Kiowa, CO, US",38.43260896,-102.7392145
08063,Kit Carson,CO,Colorado,Kit Carson|CO,"Kit Carson, CO, US",39.30497777,-102.6022199
08065,Lake,CO,Colorado,Lake|CO,"Lake, CO, US",39.20278823,-106.3555697
08067,La Plata,CO,Colorado,La Plata|CO,"La Plata, CO, US",37.28632032,-107.8429014
